날짜,종가,시가,고가,저가,거래량,변동 %
2017-06-23,2378.60,2371.54,2380.94,2369.17,256.26M,0.0035
2017-06-26,2388.66,2381.09,2390.70,2377.88,325.67M,0.0042
2017-06-27,2391.95,2386.76,2397.14,2383.47,358.03M,0.0014
2017-06-28,2382.56,2382.91,2390.89,2380.75,361.18M,-0.0039
2017-06-29,2395.66,2396.81,2402.80,2393.57,445.13M,0.0055
2017-06-30,2391.79,2382.15,2391.81,2381.40,343.53M,-0.0016
2017-07-03,2394.48,2397.66,2399.90,2384.55,310.99M,0.0011
2017-07-04,2380.52,2395.24,2398.02,2376.41,411.78M,-0.0058
2017-07-05,2388.35,2377.01,2390.29,2375.63,333.72M,0.0033
2017-07-06,2387.81,2390.31,2392.50,2380.82,301.47M,-0.0002
2017-07-07,2379.87,2376.29,2385.02,2372.83,314.37M,-0.0033
2017-07-10,2382.10,2386.30,2389.87,2378.04,296.26M,0.0009
2017-07-11,2396.00,2386.42,2396.46,2382.69,284.46M,0.0058
2017-07-12,2391.77,2395.41,2399.28,2390.45,268.93M,-0.0018
2017-07-13,2409.49,2405.76,2422.26,2402.92,289.26M,0.0074
2017-07-14,2414.63,2418.27,2421.48,2411.34,258.77M,0.0021
2017-07-17,2425.10,2427.76,2430.34,2419.91,254.20M,0.0043
2017-07-18,2426.04,2425.07,2426.16,2419.17,260.66M,0.0004
2017-07-19,2429.94,2430.09,2430.09,2419.64,270.96M,0.0016
2017-07-20,2441.84,2436.06,2443.69,2427.95,251.92M,0.0049
2017-07-21,2450.06,2438.78,2451.59,2437.84,250.13M,0.0034
2017-07-24,2451.53,2451.41,2451.53,2443.65,233.41M,0.0006
2017-07-25,2439.90,2450.76,2453.17,2437.14,275.20M,-0.0047
2017-07-26,2434.51,2446.82,2446.96,2429.62,336.11M,-0.0022
2017-07-27,2443.24,2443.28,2448.24,2435.49,426.50M,0.0036
2017-07-28,2400.99,2433.46,2434.38,2399.06,318.65M,-0.0173
2017-07-31,2402.71,2392.02,2403.90,2388.39,277.57M,0.0007
2017-08-01,2422.96,2397.12,2432.62,2394.27,264.04M,0.0084
2017-08-02,2427.63,2431.94,2434.47,2424.18,261.57M,0.0019
2017-08-03,2386.85,2423.21,2423.55,2374.11,303.58M,-0.0168
2017-08-04,2395.45,2389.74,2400.33,2383.45,273.57M,0.0036
2017-08-07,2398.75,2402.57,2412.13,2395.74,244.12M,0.0014
2017-08-08,2394.73,2404.68,2410.22,2383.94,252.85M,-0.0017
2017-08-09,2368.39,2379.70,2387.53,2366.33,234.07M,-0.0110
2017-08-10,2359.47,2360.95,2371.50,2339.06,283.87M,-0.0038
2017-08-11,2319.71,2323.06,2335.12,2310.20,318.58M,-0.0169
2017-08-14,2334.22,2336.02,2341.78,2327.80,214.02M,0.0063
2017-08-16,2348.26,2355.74,2358.46,2343.72,270.52M,0.0060
2017-08-17,2361.67,2351.61,2364.50,2346.74,255.77M,0.0057
2017-08-18,2358.37,2340.19,2362.43,2340.19,201.48M,-0.0014
2017-08-21,2355.00,2363.38,2363.38,2351.96,207.22M,-0.0014
2017-08-22,2365.33,2360.29,2369.02,2359.97,251.86M,0.0044
2017-08-23,2366.40,2376.53,2379.59,2360.71,228.62M,0.0005
2017-08-24,2375.84,2370.12,2382.72,2368.29,295.53M,0.0040
2017-08-25,2378.51,2381.47,2384.59,2372.67,341.96M,0.0011
